chapter,preferred_name,canonical_smiles,chemillusion_source_names,aliases_checked,matched_aliases_in_openstax,identical_molecule_named_in_openstax
25,Sucrose: both anomeric carbons committed,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Sucrose: both anomeric carbons committed,Sucrose: both anomeric carbons committed,,False
25,The cyclic hemiacetal of 5-hydroxypentanal,OC1CCCCO1,The cyclic hemiacetal of 5-hydroxypentanal,The cyclic hemiacetal of 5-hydroxypentanal,,False
25,The D-gluco cyanohydrin: the Kiliani–Fischer intermediate,N#C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,The D-gluco cyanohydrin: the Kiliani–Fischer intermediate,The D-gluco cyanohydrin: the Kiliani-Fischer intermediate,,False
25,α-D-Glucopyranose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,α-D-Glucopyranose,α-D-Glucopyranose,α-D-Glucopyranose,True
25,α-D-Mannopyranose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,α-D-Mannopyranose,α-D-Mannopyranose,,False
25,β-D-Fructofuranose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,β-D-Fructofuranose,β-D-Fructofuranose,,False
25,β-D-Galactopyranose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,β-D-Galactopyranose,β-D-Galactopyranose,β-D-Galactopyranose,True
25,β-D-Glucopyranose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,β-D-Glucopyranose,β-D-Glucopyranose,β-D-Glucopyranose,True
25,β-D-Ribofuranose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,β-D-Ribofuranose,β-D-Ribofuranose,β-D-Ribofuranose,True
25,β-D-Xylopyranose,O[C@@H]1[C@@H](O)[C@H](O)OC[C@H]1O,β-D-Xylopyranose,β-D-Xylopyranose,,False
26,2-Aminopropanenitrile: the Strecker intermediate,CC(N)C#N,2-Aminopropanenitrile: the Strecker intermediate,2-Aminopropanenitrile: the Strecker intermediate,,False
26,2-Bromopropanoic acid: the Hell-Volhard-Zelinskii product,CC(Br)C(=O)O,2-Bromopropanoic acid: the Hell-Volhard-Zelinskii product,2-Bromopropanoic acid: the Hell-Volhard-Zelinskii product,,False
26,Ala-Gly: alanine at the N-terminus,C[C@H](N)C(=O)NCC(=O)O,Ala-Gly: alanine at the N-terminus,Ala-Gly: alanine at the N-terminus,,False
26,Aspartate above pH 10: the alpha-ammonium group deprotonated too,N[C@@H](CC(=O)[O-])C(=O)[O-],Aspartate above pH 10: the alpha-ammonium group deprotonated too,Aspartate above pH 10: the alpha-ammonium group deprotonated too,,False
26,Boc-glycine: an amino group protected as a carbamate,CC(C)(C)OC(=O)NCC(=O)O,Boc-glycine: an amino group protected as a carbamate,Boc-glycine: an amino group protected as a carbamate,,False
26,Cystine: two cysteines joined by a disulfide,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,Cystine: two cysteines joined by a disulfide,Cystine: two cysteines joined by a disulfide,,False
26,DCC: the carbodiimide that activates the carboxyl,C(=NC1CCCCC1)=NC1CCCCC1,DCC: the carbodiimide that activates the carboxyl,DCC: the carbodiimide that activates the carboxyl,,False
26,Diethyl acetamidomalonate: the amidomalonate reagent,CCOC(=O)C(NC(C)=O)C(=O)OCC,Diethyl acetamidomalonate: the amidomalonate reagent,Diethyl acetamidomalonate: the amidomalonate reagent,,False
26,Fmoc-glycine: the base-labile alternative,O=C(O)CNC(=O)OCC1c2ccccc2-c2ccccc21,Fmoc-glycine: the base-labile alternative,Fmoc-glycine: the base-labile alternative,,False
26,"Gly-Ala: the other order, a different compound",C[C@H](NC(=O)CN)C(=O)O,"Gly-Ala: the other order, a different compound","Gly-Ala: the other order, a different compound",,False
26,Glycine at high pH: the anion,NCC(=O)[O-],Glycine at high pH: the anion,Glycine at high pH: the anion,,False
26,Glycine at low pH: the cation,[NH3+]CC(=O)O,Glycine at low pH: the cation,Glycine at low pH: the cation,,False
26,Glycine near neutral pH: the zwitterion,[NH3+]CC(=O)[O-],Glycine near neutral pH: the zwitterion,Glycine near neutral pH: the zwitterion,,False
26,Glycine: the one achiral standard amino acid,NCC(=O)O,Glycine: the one achiral standard amino acid,Glycine: the one achiral standard amino acid,,False
26,L-Alanine as it exists in water,C[C@H]([NH3+])C(=O)[O-],L-Alanine as it exists in water,L-Alanine as it exists in water,,False
26,L-Alanine: the smallest chiral amino acid,C[C@H](N)C(=O)O,L-Alanine: the smallest chiral amino acid,L-Alanine: the smallest chiral amino acid,,False
26,L-Aspartic acid: an acidic side chain,N[C@@H](CC(=O)O)C(=O)O,L-Aspartic acid: an acidic side chain,L-Aspartic acid: an acidic side chain,,False
26,L-Cysteine: the L-amino acid whose CIP descriptor is R,N[C@@H](CS)C(=O)O,L-Cysteine: the L-amino acid whose CIP descriptor is R,L-Cysteine: the L-amino acid whose CIP descriptor is R,,False
26,L-Glutamic acid: one CH₂ longer than aspartic acid,N[C@@H](CCC(=O)O)C(=O)O,L-Glutamic acid: one CH₂ longer than aspartic acid,L-Glutamic acid: one CH2 longer than aspartic acid,,False
26,"L-Glutamine: an amide side chain, not an acid",NC(=O)CC[C@H](N)C(=O)O,"L-Glutamine: an amide side chain, not an acid","L-Glutamine: an amide side chain, not an acid",,False
26,L-Histidine: the side chain that titrates near physiological pH,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-Histidine: the side chain that titrates near physiological pH,L-Histidine: the side chain that titrates near physiological pH,,False
26,L-Isoleucine: the other two-stereocenter residue,CC[C@H](C)[C@H](N)C(=O)O,L-Isoleucine: the other two-stereocenter residue,L-Isoleucine: the other two-stereocenter residue,,False
26,L-Lysine: a basic side chain that is protonated at pH 7,NCCCC[C@H](N)C(=O)O,L-Lysine: a basic side chain that is protonated at pH 7,L-Lysine: a basic side chain that is protonated at pH 7,,False
26,"L-Phenylalanine: an aromatic, hydrophobic side chain",N[C@@H](Cc1ccccc1)C(=O)O,"L-Phenylalanine: an aromatic, hydrophobic side chain","L-Phenylalanine: an aromatic, hydrophobic side chain",,False
26,"L-Proline: a secondary amine, and a helix breaker",O=C(O)[C@@H]1CCCN1,"L-Proline: a secondary amine, and a helix breaker","L-Proline: a secondary amine, and a helix breaker",,False
26,L-Serine: a polar side chain that can hydrogen bond,N[C@@H](CO)C(=O)O,L-Serine: a polar side chain that can hydrogen bond,L-Serine: a polar side chain that can hydrogen bond,,False
26,"L-Threonine: two stereocenters, not one",C[C@@H](O)[C@H](N)C(=O)O,"L-Threonine: two stereocenters, not one","L-Threonine: two stereocenters, not one",,False
26,"L-Tryptophan: the largest side chain, and the one hydrolysis destroys",N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,"L-Tryptophan: the largest side chain, and the one hydrolysis destroys","L-Tryptophan: the largest side chain, and the one hydrolysis destroys",,False
26,L-Valine: a branched hydrophobic side chain,CC(C)[C@H](N)C(=O)O,L-Valine: a branched hydrophobic side chain,L-Valine: a branched hydrophobic side chain,,False
26,Lysine at low pH: both nitrogens protonated,[NH3+]CCCC[C@H]([NH3+])C(=O)O,Lysine at low pH: both nitrogens protonated,Lysine at low pH: both nitrogens protonated,,False
26,Phenyl isothiocyanate: the Edman reagent,S=C=Nc1ccccc1,Phenyl isothiocyanate: the Edman reagent,Phenyl isothiocyanate: the Edman reagent,,False
26,PTH-alanine: what one Edman cycle releases,C[C@@H]1NC(=S)N(c2ccccc2)C1=O,PTH-alanine: what one Edman cycle releases,PTH-alanine: what one Edman cycle releases,,False
27,"alpha-Linolenic acid (18:3 cis,cis,cis-delta-9,12,15)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,"alpha-Linolenic acid (18:3 cis,cis,cis-delta-9,12,15)","18:3 cis,cis,cis-delta-9,12,15 | alpha-Linolenic acid | alpha-Linolenic acid (18:3 cis,cis,cis-delta-9,12,15)",,False
27,"alpha-Pinene, a bicyclic monoterpene",CC1=CC[C@H]2C[C@@H]1C2(C)C,"alpha-Pinene, a bicyclic monoterpene","alpha-Pinene, a bicyclic monoterpene",,False
27,"Arachidonic acid (20:4 delta-5,8,11,14)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"Arachidonic acid (20:4 delta-5,8,11,14)","20:4 delta-5,8,11,14 | Arachidonic acid | Arachidonic acid (20:4 delta-5,8,11,14)",Arachidonic acid,True
27,Aspirin (acetylsalicylic acid),CC(=O)Oc1ccccc1C(=O)O,Aspirin (acetylsalicylic acid),Aspirin | Aspirin (acetylsalicylic acid) | acetylsalicylic acid,,False
27,"beta-Carotene, a tetraterpene",CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,"beta-Carotene, a tetraterpene","beta-Carotene, a tetraterpene",,False
27,Calcium stearate - hard-water scum,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],Calcium stearate - hard-water scum,Calcium stearate - hard-water scum,,False
27,"Cetyl palmitate, a wax",CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,"Cetyl palmitate, a wax","Cetyl palmitate, a wax",,False
27,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Cholesterol,Cholesterol,Cholesterol,True
27,Elaidic acid (18:1 trans-delta-9),CCCCCCCC/C=C/CCCCCCCC(=O)O,Elaidic acid (18:1 trans-delta-9),18:1 trans-delta-9 | Elaidic acid | Elaidic acid (18:1 trans-delta-9),Elaidic acid,True
27,Estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Estradiol,Estradiol,Estradiol,True
27,"Farnesol, a sesquiterpene",CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,"Farnesol, a sesquiterpene","Farnesol, a sesquiterpene",,False
27,"Glycerol (propane-1,2,3-triol)",OCC(O)CO,"Glycerol (propane-1,2,3-triol)","Glycerol | Glycerol (propane-1,2,3-triol) | propane-1,2,3-triol",Glycerol,True
27,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,Ibuprofen,Ibuprofen,,False
27,"Isoprene (2-methyl-1,3-butadiene)",C=CC(=C)C,"Isoprene (2-methyl-1,3-butadiene)","2-methyl-1,3-butadiene | Isoprene | Isoprene (2-methyl-1,3-butadiene)",,False
27,"Limonene, a cyclic monoterpene",C=C(C)[C@H]1CC=C(C)CC1,"Limonene, a cyclic monoterpene","Limonene, a cyclic monoterpene",,False
27,"Linoleic acid (18:2 cis,cis-delta-9,12)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,"Linoleic acid (18:2 cis,cis-delta-9,12)","18:2 cis,cis-delta-9,12 | Linoleic acid | Linoleic acid (18:2 cis,cis-delta-9,12)",Linoleic acid,True
27,"Myrcene, an acyclic monoterpene",C=CC(=C)CCC=C(C)C,"Myrcene, an acyclic monoterpene","Myrcene, an acyclic monoterpene",,False
27,Oleic acid (18:1 cis-delta-9),CCCCCCCC/C=C\CCCCCCCC(=O)O,Oleic acid (18:1 cis-delta-9),18:1 cis-delta-9 | Oleic acid | Oleic acid (18:1 cis-delta-9),Oleic acid,True
27,Palmitic acid (16:0),CCCCCCCCCCCCCCCC(=O)O,Palmitic acid (16:0),16:0 | Palmitic acid | Palmitic acid (16:0),Palmitic acid,True
27,Phosphatidylcholine (dipalmitoyl),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,Phosphatidylcholine (dipalmitoyl),Phosphatidylcholine | Phosphatidylcholine (dipalmitoyl) | dipalmitoyl,Phosphatidylcholine,True
27,Phosphatidylethanolamine,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC,Phosphatidylethanolamine,Phosphatidylethanolamine,Phosphatidylethanolamine,True
27,Prostaglandin E2,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,Prostaglandin E2,Prostaglandin E2,Prostaglandin E2,True
27,Sphingomyelin,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCC,Sphingomyelin,Sphingomyelin,,False
27,Sphingosine,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,Sphingosine,Sphingosine,Sphingosine,True
27,"Squalene, the triterpene that becomes cholesterol",CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,"Squalene, the triterpene that becomes cholesterol","Squalene, the triterpene that becomes cholesterol",,False
27,"Stearate ion, a soap",CCCCCCCCCCCCCCCCCC(=O)[O-],"Stearate ion, a soap","Stearate ion, a soap",,False
27,Stearic acid (18:0),CCCCCCCCCCCCCCCCCC(=O)O,Stearic acid (18:0),18:0 | Stearic acid | Stearic acid (18:0),Stearic acid,True
27,Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Testosterone,Testosterone,Testosterone,True
27,trans-Decalin: the locked case,C1CC[C@H]2CCCC[C@@H]2C1,trans-Decalin: the locked case,trans-Decalin: the locked case,,False
27,"Tributyrin, a short-chain triacylglycerol",CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,"Tributyrin, a short-chain triacylglycerol","Tributyrin, a short-chain triacylglycerol",,False
27,"Triolein, the triacylglycerol of oleic acid",CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"Triolein, the triacylglycerol of oleic acid","Triolein, the triacylglycerol of oleic acid",,False
27,"Tristearin, a simple triacylglycerol",CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"Tristearin, a simple triacylglycerol","Tristearin, a simple triacylglycerol",,False
28,"2',3'-Dideoxyadenosine, the sequencing terminator",Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,"2',3'-Dideoxyadenosine, the sequencing terminator","2',3'-Dideoxyadenosine, the sequencing terminator",,False
28,"2'-Deoxyadenosine 5'-monophosphate, a nucleotide",Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,"2'-Deoxyadenosine 5'-monophosphate, a nucleotide","2'-Deoxyadenosine 5'-monophosphate, a nucleotide",,False
28,"2'-Deoxyadenosine, the DNA nucleoside",Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,"2'-Deoxyadenosine, the DNA nucleoside","2'-Deoxyadenosine, the DNA nucleoside",,False
28,"2-Deoxy-beta-D-ribofuranose, the DNA sugar",OC[C@H]1O[C@@H](O)C[C@@H]1O,"2-Deoxy-beta-D-ribofuranose, the DNA sugar","2-Deoxy-beta-D-ribofuranose, the DNA sugar",,False
28,Acyclovir: guanine on an acyclic chain,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,Acyclovir: guanine on an acyclic chain,Acyclovir: guanine on an acyclic chain,,False
28,"Adenine, a purine base",Nc1ncnc2[nH]cnc12,"Adenine, a purine base","Adenine, a purine base",,False
28,"Adenosine 5'-triphosphate: alpha, beta, and gamma phosphorus",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,"Adenosine 5'-triphosphate: alpha, beta, and gamma phosphorus","Adenosine 5'-triphosphate: alpha, beta, and gamma phosphorus",,False
28,Adenosine: a nucleoside with the beta-N-glycosidic bond,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine: a nucleoside with the beta-N-glycosidic bond,Adenosine: a nucleoside with the beta-N-glycosidic bond,,False
28,"beta-D-Ribofuranose, the RNA sugar",OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,"beta-D-Ribofuranose, the RNA sugar","beta-D-Ribofuranose, the RNA sugar",,False
28,"Cytidine, a ribonucleoside of a pyrimidine",Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,"Cytidine, a ribonucleoside of a pyrimidine","Cytidine, a ribonucleoside of a pyrimidine",,False
28,"Cytosine, a pyrimidine base",Nc1cc[nH]c(=O)n1,"Cytosine, a pyrimidine base","Cytosine, a pyrimidine base",,False
28,Guanine drawn as the minor lactim tautomer,Nc1nc(O)c2nc[nH]c2n1,Guanine drawn as the minor lactim tautomer,Guanine drawn as the minor lactim tautomer,,False
28,Guanine in its lactam form,Nc1nc2[nH]cnc2c(=O)[nH]1,Guanine in its lactam form,Guanine in its lactam form,,False
28,"Thymidine, showing pyrimidine attachment at N1",Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,"Thymidine, showing pyrimidine attachment at N1","Thymidine, showing pyrimidine attachment at N1",,False
28,"Thymine, the DNA pyrimidine",Cc1c[nH]c(=O)[nH]c1=O,"Thymine, the DNA pyrimidine","Thymine, the DNA pyrimidine",,False
28,"Uracil, the RNA pyrimidine",O=c1cc[nH]c(=O)[nH]1,"Uracil, the RNA pyrimidine","Uracil, the RNA pyrimidine",,False
28,"Uridine 2',3'-cyclic phosphate, the RNA cleavage intermediate",O=c1ccn([C@@H]2O[C@H](CO)[C@H]3OP(=O)(O)O[C@H]32)c(=O)[nH]1,"Uridine 2',3'-cyclic phosphate, the RNA cleavage intermediate","Uridine 2',3'-cyclic phosphate, the RNA cleavage intermediate",,False
28,"Uridine, the RNA residue that carries the 2'-hydroxyl",O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,"Uridine, the RNA residue that carries the 2'-hydroxyl","Uridine, the RNA residue that carries the 2'-hydroxyl",,False
28,Zidovudine (AZT): azide in place of the 3'-hydroxyl,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,Zidovudine (AZT): azide in place of the 3'-hydroxyl,AZT | Zidovudine (AZT): azide in place of the 3'-hydroxyl | Zidovudine : azide in place of the 3'-hydroxyl,,False
29,Acetyl coenzyme A,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,Acetyl coenzyme A,Acetyl coenzyme A,Acetyl coenzyme A,True
29,Adenosine triphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Adenosine triphosphate,Adenosine triphosphate,Adenosine triphosphate,True
29,"Flavin adenine dinucleotide, the oxidized form",Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,"Flavin adenine dinucleotide, the oxidized form","Flavin adenine dinucleotide, the oxidized form",,False
29,"Nicotinamide adenine dinucleotide, the oxidized form",NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,"Nicotinamide adenine dinucleotide, the oxidized form","Nicotinamide adenine dinucleotide, the oxidized form",,False
29,"Palmitic acid, a typical saturated fatty acid",CCCCCCCCCCCCCCCC(=O)O,"Palmitic acid, a typical saturated fatty acid","Palmitic acid, a typical saturated fatty acid",,False
29,Phosphoenolpyruvate,C=C(OP(=O)(O)O)C(=O)O,Phosphoenolpyruvate,Phosphoenolpyruvate,Phosphoenolpyruvate,True
29,Pyridoxal 5'-phosphate,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,Pyridoxal 5'-phosphate,Pyridoxal 5'-phosphate,,False
29,Thiamine diphosphate,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)([O-])O)c2C)c(N)n1,Thiamine diphosphate,Thiamine diphosphate,,False
30,"(2E,4E)-Hexa-2,4-diene",C/C=C/C=C/C,"(2E,4E)-Hexa-2,4-diene","(2E,4E)-Hexa-2,4-diene",,False
30,"(2E,4Z)-Hexa-2,4-diene",C/C=C\C=C\C,"(2E,4Z)-Hexa-2,4-diene","(2E,4Z)-Hexa-2,4-diene",,False
30,"(2E,4Z,6E)-Octa-2,4,6-triene",C/C=C/C=C\C=C\C,"(2E,4Z,6E)-Octa-2,4,6-triene","(2E,4Z,6E)-Octa-2,4,6-triene",,False
30,"(3E)-Penta-1,3-diene",C=C/C=C/C,"(3E)-Penta-1,3-diene","(3E)-Penta-1,3-diene",,False
30,"1,3-Butadiene",C=CC=C,"1,3-Butadiene","1,3-Butadiene","1,3-Butadiene",True
30,2-Allylphenol,C=CCc1ccccc1O,2-Allylphenol,2-Allylphenol,,False
30,"5-Methylcyclopenta-1,3-diene",CC1C=CC=C1,"5-Methylcyclopenta-1,3-diene","5-Methylcyclopenta-1,3-diene",,False
30,7-Dehydrocholesterol (provitamin D3),CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7-Dehydrocholesterol (provitamin D3),7-Dehydrocholesterol | 7-Dehydrocholesterol (provitamin D3) | provitamin D3,7-Dehydrocholesterol,True
30,Allyl vinyl ether,C=CCOC=C,Allyl vinyl ether,Allyl vinyl ether,,False
30,Chorismate,C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O,Chorismate,Chorismate,Chorismate,True
30,"cis-3,4-Dimethylcyclobutene",C[C@@H]1C=C[C@@H]1C,"cis-3,4-Dimethylcyclobutene","cis-3,4-Dimethylcyclobutene","cis-3,4-Dimethylcyclobutene",True
30,"cis-5,6-Dimethylcyclohexa-1,3-diene",C[C@@H]1C=CC=C[C@@H]1C,"cis-5,6-Dimethylcyclohexa-1,3-diene","cis-5,6-Dimethylcyclohexa-1,3-diene",,False
30,Cyclobutene,C1=CCC1,Cyclobutene,Cyclobutene,Cyclobutene,True
30,Cyclopentadiene,C1=CCC=C1,Cyclopentadiene,Cyclopentadiene,Cyclopentadiene,True
30,Maleic anhydride,O=C1C=CC(=O)O1,Maleic anhydride,Maleic anhydride,,False
30,Prephenate,O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1,Prephenate,Prephenate,Prephenate,True
30,Previtamin D3,CC1=C(/C=C\C2=CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)CC1,Previtamin D3,Previtamin D3,,False
30,The endo Diels–Alder adduct of cyclopentadiene and maleic anhydride,O=C1OC(=O)[C@H]2[C@@H]1[C@H]1C=C[C@@H]2C1,The endo Diels–Alder adduct of cyclopentadiene and maleic anhydride,The endo Diels-Alder adduct of cyclopentadiene and maleic anhydride,,False
30,"trans-3,4-Dimethylcyclobutene",C[C@@H]1C=C[C@H]1C,"trans-3,4-Dimethylcyclobutene","trans-3,4-Dimethylcyclobutene","trans-3,4-Dimethylcyclobutene",True
30,"trans-5,6-Dimethylcyclohexa-1,3-diene",C[C@@H]1C=CC=C[C@H]1C,"trans-5,6-Dimethylcyclohexa-1,3-diene","trans-5,6-Dimethylcyclohexa-1,3-diene",,False
30,Vitamin D3 (cholecalciferol),C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,Vitamin D3 (cholecalciferol),Vitamin D3 | Vitamin D3 (cholecalciferol) | cholecalciferol,Vitamin D3 | cholecalciferol,True
31,"1,3-Butadiene",C=CC=C,"1,3-Butadiene","1,3-Butadiene","1,3-Butadiene",True
31,Acrylonitrile,C=CC#N,Acrylonitrile,Acrylonitrile,Acrylonitrile,True
31,"Adipic acid, a difunctional monomer",O=C(O)CCCCC(=O)O,"Adipic acid, a difunctional monomer","Adipic acid, a difunctional monomer",,False
31,"AIBN, a radical initiator",CC(C)(C#N)/N=N/C(C)(C)C#N,"AIBN, a radical initiator","AIBN, a radical initiator",,False
31,Bisphenol A,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,Bisphenol A,Bisphenol A,Bisphenol A,True
31,Caprolactam,O=C1CCCCCN1,Caprolactam,Caprolactam,Caprolactam,True
31,"cis-1,4-Polyisoprene, the structure of natural rubber",C/C=C(/C)CC/C=C(/C)CCC=C(C)C,"cis-1,4-Polyisoprene, the structure of natural rubber","cis-1,4-Polyisoprene, the structure of natural rubber",,False
31,Ethylene glycol,OCCO,Ethylene glycol,Ethylene glycol,Ethylene glycol,True
31,"Ethylene, the simplest monomer",C=C,"Ethylene, the simplest monomer","Ethylene, the simplest monomer",,False
31,"Hexane-1,6-diamine, the partner monomer",NCCCCCCN,"Hexane-1,6-diamine, the partner monomer","Hexane-1,6-diamine, the partner monomer",,False
31,Isobutylene,C=C(C)C,Isobutylene,Isobutylene,Isobutylene,True
31,Isoprene,C=CC(=C)C,Isoprene,Isoprene,Isoprene,True
31,"L-Lactide, the cyclic dimer of lactic acid",C[C@@H]1OC(=O)[C@H](C)OC1=O,"L-Lactide, the cyclic dimer of lactic acid","L-Lactide, the cyclic dimer of lactic acid",,False
31,Methyl methacrylate,C=C(C)C(=O)OC,Methyl methacrylate,Methyl methacrylate,Methyl methacrylate,True
31,"Norbornene, a strained cyclic alkene",C1=CC2CCC1C2,"Norbornene, a strained cyclic alkene","Norbornene, a strained cyclic alkene",,False
31,Propylene,C=CC,Propylene,Propylene,Propylene,True
31,Styrene,C=Cc1ccccc1,Styrene,Styrene,Styrene,True
31,Terephthalic acid,O=C(O)c1ccc(C(=O)O)cc1,Terephthalic acid,Terephthalic acid,Terephthalic acid,True
31,Tetrafluoroethylene,FC(F)=C(F)F,Tetrafluoroethylene,Tetrafluoroethylene,,False
31,The tertiary carbocation at a growing cationic chain end,C[C+](C)C,The tertiary carbocation at a growing cationic chain end,The tertiary carbocation at a growing cationic chain end,,False
31,Vinyl chloride,C=CCl,Vinyl chloride,Vinyl chloride,Vinyl chloride,True
